Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
BENTLEY Continental GT Convertible,4.0,8.0,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAV04.0PAA,small car,3,15,22,18,4,No,508
BENTLEY Continental GT Convertible,4.0,8.0,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAV04.0PAA,small car,3,15,22,18,4,No,508
BENTLEY Continental GT Convertible Speed,6.0,12.0,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAV06.0EAR,small car,3,12,18,14,2,No,636
BENTLEY Continental GT Convertible Speed,6.0,12.0,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAV06.0EAR,small car,3,12,18,14,2,No,636
BENTLEY Continental GT Speed,6.0,12.0,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAV06.0EAR,small car,3,12,20,15,2,No,610
BENTLEY Continental GT Speed,6.0,12.0,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAV06.0EAR,small car,3,12,20,15,2,No,610
BENTLEY Flying Spur,4.0,8.0,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAV04.0PAA,midsize car,3,15,22,17,3,No,514
BENTLEY Flying Spur,4.0,8.0,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAV04.0PAA,midsize car,3,15,22,17,3,No,514
BENTLEY Flying Spur,6.0,12.0,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PVGAV06.0EAR,midsize car,3,12,19,15,2,No,601
BENTLEY Flying Spur,6.0,12.0,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PVGAV06.0EAR,midsize car,3,12,19,15,2,No,601
BENTLEY Flying Spur Hybrid,2.9,6.0,AMS-8,4WD,Gasoline/Electricity,CA,L3ULEV70,California LEV-III ULEV70,PVGAV02.9P7P,midsize car,5,17/43,22/50,19/46,7,No,251
BENTLEY Flying Spur Hybrid,2.9,6.0,AMS-8,4WD,Gasoline/Electricity,FA,T3B70,Federal Tier 3 Bin 70,PVGAV02.9P7P,midsize car,5,17/43,22/50,19/46,7,No,251
BMW 228i Gran Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,24,34,28,6,No,315
BMW 228i Gran Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,24,34,28,6,No,315
BMW 228i xDrive Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,23,33,27,5,No,330
BMW 228i xDrive Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,23,33,27,5,No,330
BMW 230i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV02.0M48,small car,3,26,35,29,6,No,300
BMW 230i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,PBMXV02.0M48,small car,3,26,35,29,6,No,300
BMW 230i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV02.0M48,small car,3,26,35,29,6,No,300
BMW 230i xDrive Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV02.0M48,small car,3,24,34,28,6,No,314
BMW 230i xDrive Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,PBMXV02.0M48,small car,3,24,34,28,6,No,314
BMW 230i xDrive Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV02.0M48,small car,3,24,34,28,6,No,314
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0H30,small car,7,24/69,32/78,27/73,9,Yes,158
BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0H30,small car,7,24/69,32/78,27/73,9,Yes,158
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0H30,small car,7,22/64,32/75,26/68,9,Yes,172
BMW 330e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0H30,small car,7,22/64,32/75,26/68,9,Yes,172
BMW 330i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,25,34,29,6,No,308
BMW 330i,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,25,34,29,6,No,308
BMW 330i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,24,33,27,5,No,322
BMW 330i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,24,33,27,5,No,322
BMW 430i Convertible,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,25,34,28,6,No,313
BMW 430i Convertible,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,25,34,28,6,No,313
BMW 430i Convertible,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,23,33,27,5,No,327
BMW 430i Convertible,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,23,33,27,5,No,327
BMW 430i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,25,34,28,6,No,313
BMW 430i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,25,34,28,6,No,313
BMW 430i Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,23,33,27,5,No,327
BMW 430i Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,23,33,27,5,No,327
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,25,34,28,6,No,313
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,25,34,28,6,No,313
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small car,7,23,33,27,5,No,329
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,small car,7,23,33,27,5,No,329
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0H30,small car,7,24/65,29/71,26/67,8,Yes,179
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0H30,small car,7,24/65,29/71,26/67,8,Yes,179
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0H30,small car,7,22/59,28/67,25/62,8,Yes,203
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0H30,small car,7,22/59,28/67,25/62,8,Yes,203
BMW 530i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,midsize car,7,25,33,28,6,No,313
BMW 530i,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,midsize car,7,25,33,28,6,No,313
BMW 530i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,midsize car,7,23,32,26,5,No,332
BMW 530i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,midsize car,7,23,32,26,5,No,332
BMW 540i,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,midsize car,5,25,32,27,5,No,322
BMW 540i,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,midsize car,5,25,32,27,5,No,322
BMW 540i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,midsize car,5,22,29,25,5,No,352
BMW 540i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,midsize car,5,22,29,25,5,No,352
BMW 740i,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ03.0B58,large car,7,25,31,27,5,No,324
BMW 740i,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ03.0B58,large car,7,25,31,27,5,No,324
BMW 760i xDrive,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ04.4S68,large car,5,18,26,21,4,No,420
BMW 760i xDrive,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ04.4S68,large car,5,18,26,21,4,No,420
BMW 840i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV03.0B07,small car,3,21,29,24,5,No,374
BMW 840i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV03.0B07,small car,3,21,29,24,5,No,374
BMW 840i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV03.0B07,small car,3,21,29,24,5,No,373
BMW 840i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV03.0B07,small car,3,21,29,24,5,No,373
BMW 840i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV03.0B07,midsize car,3,21,29,24,5,No,374
BMW 840i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV03.0B07,midsize car,3,21,29,24,5,No,374
BMW 840i xDrive Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV03.0B07,small car,3,21,29,24,5,No,373
BMW 840i xDrive Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV03.0B07,small car,3,21,29,24,5,No,373
BMW 840i xDrive Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV03.0B07,small car,3,21,29,24,5,No,373
BMW 840i xDrive Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV03.0B07,small car,3,21,29,24,5,No,373
BMW 840i xDrive Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV03.0B07,midsize car,3,21,29,24,5,No,373
BMW 840i xDrive Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV03.0B07,midsize car,3,21,29,24,5,No,373
BMW ALPINA B8 Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4N63,midsize car,3,17,24,19,4,No,457
BMW ALPINA B8 Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4N63,midsize car,3,17,24,19,4,No,457
BMW Alpina XB7,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ04.4S68,standard SUV,5,16,20,17,3,No,506
BMW Alpina XB7,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ04.4S68,standard SUV,5,16,20,17,3,No,506
BMW M2 Coupe,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,24,19,4,No,461
BMW M2 Coupe,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,24,19,4,No,461
BMW M2 Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M2 Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M235i xDrive Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV02.0M48,small car,3,24,33,27,5,No,324
BMW M235i xDrive Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,PBMXV02.0M48,small car,3,24,33,27,5,No,324
BMW M235i xDrive Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV02.0M48,small car,3,24,33,27,5,No,324
BMW M240i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0B5X,small car,5,22,32,26,5,No,343
BMW M240i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0B5X,small car,5,22,32,26,5,No,343
BMW M240i Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0B5X,small car,5,23,32,26,5,No,338
BMW M240i Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0B5X,small car,5,23,32,26,5,No,338
BMW M3,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M3,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M3 Competition,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,23,19,4,No,470
BMW M3 Competition,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,23,19,4,No,470
BMW M3 Competition M,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,22,18,4,No,477
BMW M3 Competition M,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,22,18,4,No,477
BMW M340i,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small car,5,23,31,26,5,No,340
BMW M340i,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small car,5,23,31,26,5,No,340
BMW M340i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small car,5,23,32,26,5,No,339
BMW M340i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small car,5,23,32,26,5,No,339
BMW M4 CSL Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,23,18,4,No,485
BMW M4 CSL Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,23,18,4,No,485
BMW M4 Competition Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,23,19,4,No,470
BMW M4 Competition Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,23,19,4,No,470
BMW M4 Competition M,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,22,18,4,No,477
BMW M4 Competition M,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,22,18,4,No,477
BMW M4 Competition M Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,23,18,4,No,484
BMW M4 Competition M Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,23,18,4,No,484
BMW M4 Coupe,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M4 Coupe,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXV03.0SM3,small car,5,16,23,19,4,No,472
BMW M440i,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small car,5,24,32,27,5,No,325
BMW M440i,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small car,5,24,32,27,5,No,325
BMW M440i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small car,5,22,31,25,5,No,348
BMW M440i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small car,5,22,31,25,5,No,348
BMW M440i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small car,5,23,31,26,5,No,340
BMW M440i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small car,5,23,31,26,5,No,340
BMW M440i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small car,5,24,32,27,5,No,325
BMW M440i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small car,5,24,32,27,5,No,325
BMW M440i Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small car,5,22,31,25,5,No,348
BMW M440i Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small car,5,22,31,25,5,No,348
BMW M440i xDrive Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small car,5,22,31,25,5,No,348
BMW M440i xDrive Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small car,5,22,31,25,5,No,348
BMW M5,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4SM5,midsize car,3,15,21,17,3,No,522
BMW M5,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4SM5,midsize car,3,15,21,17,3,No,522
BMW M5 Competition,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4SM5,midsize car,3,15,21,17,3,No,522
BMW M5 Competition,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4SM5,midsize car,3,15,21,17,3,No,522
BMW M550i,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4N63,midsize car,3,17,25,20,4,No,446
BMW M550i,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4N63,midsize car,3,17,25,20,4,No,446
BMW M8 Competition Convertible,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4SM5,small car,3,15,22,17,3,No,517
BMW M8 Competition Convertible,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4SM5,small car,3,15,22,17,3,No,517
BMW M8 Competition Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4SM5,small car,3,15,22,17,3,No,517
BMW M8 Competition Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4SM5,small car,3,15,22,17,3,No,517
BMW M8 Competition Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4SM5,midsize car,3,15,22,17,3,No,517
BMW M8 Competition Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4SM5,midsize car,3,15,22,17,3,No,517
BMW M850i xDrive,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4N63,small car,3,17,24,19,4,No,457
BMW M850i xDrive,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4N63,small car,3,17,24,19,4,No,457
BMW M850i xDrive Convertible,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4N63,small car,3,17,24,19,4,No,457
BMW M850i xDrive Convertible,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4N63,small car,3,17,24,19,4,No,457
BMW M850i xDrive Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXJ04.4N63,midsize car,3,17,24,19,4,No,457
BMW M850i xDrive Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXJ04.4N63,midsize car,3,17,24,19,4,No,457
BMW X1 xDrive28i,2.0,4.0,AMS-7,4WD,Gasoline,CA,L3SULEV20,California LEV-III SULEV20,PBMXT02.0B48,small SUV,8,25,34,28,6,No,313
BMW X1 xDrive28i,2.0,4.0,AMS-7,4WD,Gasoline,FA,T3B20,Federal Tier 3 Bin 20,PBMXT02.0B48,small SUV,8,25,34,28,6,No,313
BMW X2 M35i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXV02.0M48,midsize car,3,24,31,27,5,No,333
BMW X2 M35i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,T3B125,Federal Tier 3 Bin 125,PBMXV02.0M48,midsize car,3,24,31,27,5,No,333
BMW X2 M35i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXV02.0M48,midsize car,3,24,31,27,5,No,333
BMW X2 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,midsize car,7,24,32,27,5,No,329
BMW X2 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,midsize car,7,24,32,27,5,No,329
BMW X2 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,midsize car,7,24,31,27,5,No,333
BMW X2 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,PBMXJ02.0B4X,midsize car,7,24,31,27,5,No,333
BMW X3 M,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXT03.0S58,small SUV,3,15,20,17,3,No,519
BMW X3 M,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXT03.0S58,small SUV,3,15,20,17,3,No,519
BMW X3 M Competition,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,PBMXT03.0S58,small SUV,3,15,20,17,3,No,519
BMW X3 M Competition,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,PBMXT03.0S58,small SUV,3,15,20,17,3,No,519
BMW X3 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,PBMXJ03.0G2X,small SUV,5,21,26,23,5,No,378
BMW X3 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,PBMXJ03.0G2X,small SUV,5,21,26,23,5,No,378
BMW X3 sDrive30i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,PBMXJ02.0B4X,small SUV,7,23,29,25,5,No,352
